policy_scenario,destination_iso3,destination_recovered_lithium_t_2030,destination_recovered_lithium_t_2040,destination_recovered_lithium_t_2050,destination_recovered_lithium_t_delta_2030_2040,destination_recovered_lithium_t_ratio_2030_2040,destination_recovered_lithium_t_cagr_2030_2040_pct,destination_recovered_lithium_t_delta_2040_2050,destination_recovered_lithium_t_ratio_2040_2050,destination_recovered_lithium_t_cagr_2040_2050_pct,destination_recovered_lithium_t_delta_2030_2050,destination_recovered_lithium_t_ratio_2030_2050,destination_recovered_lithium_t_cagr_2030_2050_pct,destination_recovered_li_delta_vs_reference_t_2030,destination_recovered_li_delta_vs_reference_t_2040,destination_recovered_li_delta_vs_reference_t_2050,destination_recovered_li_delta_vs_reference_t_delta_2030_2040,destination_recovered_li_delta_vs_reference_t_ratio_2030_2040,destination_recovered_li_delta_vs_reference_t_cagr_2030_2040_pct,destination_recovered_li_delta_vs_reference_t_delta_2040_2050,destination_recovered_li_delta_vs_reference_t_ratio_2040_2050,destination_recovered_li_delta_vs_reference_t_cagr_2040_2050_pct,destination_recovered_li_delta_vs_reference_t_delta_2030_2050,destination_recovered_li_delta_vs_reference_t_ratio_2030_2050,destination_recovered_li_delta_vs_reference_t_cagr_2030_2050_pct,Direct_2030,Direct_2040,Direct_2050,Direct_delta_2030_2040,Direct_ratio_2030_2040,Direct_cagr_2030_2040_pct,Direct_delta_2040_2050,Direct_ratio_2040_2050,Direct_cagr_2040_2050_pct,Direct_delta_2030_2050,Direct_ratio_2030_2050,Direct_cagr_2030_2050_pct,Hydro_2030,Hydro_2040,Hydro_2050,Hydro_delta_2030_2040,Hydro_ratio_2030_2040,Hydro_cagr_2030_2040_pct,Hydro_delta_2040_2050,Hydro_ratio_2040_2050,Hydro_cagr_2040_2050_pct,Hydro_delta_2030_2050,Hydro_ratio_2030_2050,Hydro_cagr_2030_2050_pct,Pyro_2030,Pyro_2040,Pyro_2050,Pyro_delta_2030_2040,Pyro_ratio_2030_2040,Pyro_cagr_2030_2040_pct,Pyro_delta_2040_2050,Pyro_ratio_2040_2050,Pyro_cagr_2040_2050_pct,Pyro_delta_2030_2050,Pyro_ratio_2030_2050,Pyro_cagr_2030_2050_pct
critical_route_policy,AUS,52.92292628445212,1562.05074918149,1772.6463919625328,1509.1278228970377,29.515577819444854,40.28302717416572,210.5956427810429,1.1348199748896728,1.272771923005589,1719.7234656780806,33.49486727991659,19.192495634910166,-8.433893294946003,-4.547473508864641e-13,-2.273736754432321e-13,8.433893294945548,5.391903062835414e-14,,2.27373675443232e-13,,,8.433893294945776,2.6959515314177075e-14,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,BEL,153.152142227672,670.346745177979,692.8072247659819,517.194602950307,4.3769988158667665,15.909129154608337,22.460479588002954,1.0335057636209446,0.3301104375863062,539.6550825383099,4.523653503560353,7.8386560042654985,-63.25768145332185,-1.1368683772161605e-13,1.1368683772161605e-13,63.25768145332174,1.797202096404784e-15,,2.273736754432321e-13,,,63.257681453321965,-1.797202096404784e-15,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,BRA,330.7875,0.0,5794.265570147784,-330.7875,0.0,,5794.265570147784,,,5463.478070147784,17.516579587039363,15.391140364783462,22.052499999999952,-2191.253469739804,-1775.919031311174,-2213.305969739804,-99.36530868336057,,415.33443842863016,0.8104580578357518,,-1797.971531311174,-80.53141509176636,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,0.0,100.0,-100.0,0.0,,100.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,CAN,1041.559124978034,15339.867786995092,19020.913255070296,14298.308662017058,14.727793573234358,30.86206490016692,3681.0454680752046,1.239965918819453,2.1741362140935028,17979.354130092262,18.261962090218773,15.631822801368989,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,,,-1.8189894035458565e-12,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,CHE,269.64575898247386,424.372768314959,475.4249062246597,154.72700933248512,1.5738158460802711,4.639436290506582,51.05213790970072,1.120300221223929,1.1424436469005483,205.77914724218584,1.7631462405294527,2.876082197253216,0.0,0.0,1.1368683772161605e-13,0.0,,,1.1368683772161605e-13,,,1.1368683772161605e-13,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,CHN,32035.78327296675,351485.12425155216,435895.2171889266,319449.3409785854,10.97164134420123,27.06535678156996,84410.09293737443,1.2401526753575025,2.1756749979022327,403859.43391595985,13.606510366074138,13.942918156444396,-10931.72997267724,-84320.56136902189,-553887.103355438,-73388.83139634464,7.713377624563784,,-469566.5419864161,6.5688260889464125,,-542955.3733827608,50.66783617413009,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,CZE,0.0,240.3069738541898,579.4265570147784,240.3069738541898,,,339.1195831605886,2.4111932655202715,9.200141770737446,579.4265570147784,,,-32.77269451035252,-88.3810466067807,-289.4040396562018,-55.60835209642818,2.6967891388626017,,-201.0229930494211,3.274503423158132,,-256.6313451458493,8.83064526674126,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,100.0,100.0,100.0,,,0.0,1.0,0.0,100.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,DEU,1561.6294799540951,4460.708352185689,4288.494693200249,2899.0788722315942,2.8564447645524815,11.066371294957268,-172.21365898544082,0.9613932036374765,-0.3929438749839531,2726.8652132461534,2.7461665832066076,5.180769531215534,-1281.3281783884704,0.0,0.0,1281.3281783884704,-0.0,,0.0,,,1281.3281783884704,-0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,ESP,1122.773033450865,2341.844890685389,2411.1956846437247,1219.0718572345243,2.085768735901755,7.628333391320274,69.35079395833554,1.0296137435208352,0.2922635156674458,1288.4226511928598,2.147536156290526,3.8955685976760135,-244.3388371939775,0.0,0.0,244.3388371939775,-0.0,,0.0,,,244.3388371939775,-0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,FIN,103.8797756262904,591.61995119636,1297.414632685067,487.74017557006965,5.695237091430817,19.00115616564506,705.794681488707,2.1929866125397997,8.169195091019654,1193.5348570587767,12.48957869674789,13.455979469301461,61.49596248126922,-1.1368683772161605e-13,-2.273736754432321e-13,-61.49596248126933,-1.8486878346890406e-15,,-1.1368683772161605e-13,,,-61.495962481269444,-3.697375669378081e-15,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,FRA,1036.3150481628118,3620.155444448098,3796.409417999258,2583.8403962852863,3.493296223832647,13.324429510143677,176.25397355116002,1.0486868523343285,0.47651940648936186,2760.0943698364463,3.6633738212424545,6.707282979678975,-675.8911012049257,-4.547473508864641e-13,0.0,675.8911012049252,6.728115669458825e-16,,4.547473508864641e-13,,,675.8911012049257,-0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,GBR,1454.4082462971974,3340.417398647268,3813.5317165579218,1886.0091523500705,2.296753615878962,8.670443848822917,473.1143179106539,1.1416332935226137,1.3334111894617529,2359.1234702607244,2.622050394905871,4.937823355900073,137.35902600060717,-4.547473508864641e-13,0.0,-137.35902600060763,-3.3106477537519375e-15,,4.547473508864641e-13,,,-137.35902600060717,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,HUN,37.411274749114654,618.0963489551326,548.3543283472154,580.6850742060179,16.52165966276677,32.37481530470107,-69.7420206079172,0.8871664252251071,-1.1900886263478627,510.94305359810073,14.657461741802646,14.367581806913643,0.0,-2.273736754432321e-13,1.1368683772161605e-13,-2.273736754432321e-13,,,3.410605131648482e-13,,,1.1368683772161605e-13,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,IND,5408.915350957552,77172.63751656938,407799.0331186772,71763.72216561182,14.267673370578326,30.44736648687678,330626.39560210786,5.284243823221937,18.113158928705133,402390.11776771967,75.39386488022662,24.1271546829924,4489.441092861928,348.43148183380254,0.0,-4141.009611028126,0.07761132725135825,-22.55515568619355,-348.43148183380254,0.0,,-4489.441092861928,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,ITA,0.0,2812.768801568557,2771.3924834072354,2812.768801568557,,,-41.376318161321706,0.9852898261178636,-0.14808466006658305,2771.3924834072354,,,-2523.4082297266878,0.0,0.0,2523.4082297266878,-0.0,,0.0,,,2523.4082297266878,-0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,100.0,100.0,100.0,,,0.0,1.0,0.0,100.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,JPN,808.7483760504771,10422.881545883203,61685.53613410673,9614.133169832727,12.887669211508465,29.12711204560583,51262.65458822353,5.918280454647505,19.459186836164278,60876.787758056256,76.27284080043297,24.199113537377336,593.6912211556122,9104.80807403398,58147.247417908926,8511.116852878367,15.335931793486164,31.392633365786637,49042.43934387495,6.386433074162121,20.372099802468902,57553.556196753314,97.94190202901446,25.76170791149297,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,KOR,12144.60452684283,75538.63349458342,501939.17273040273,63394.028967740596,6.21993357853875,20.054536309540396,426400.5392358193,6.644800806019277,20.8504290615392,489794.5682035599,41.330219656060656,20.45182532362095,11174.110447117537,73377.23580037807,499661.9624137176,62203.12535326053,6.566718321573991,20.707662184086463,426284.7266133395,6.80949557398213,21.146673670158943,488487.85196660005,44.716039346345454,20.926968704682693,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,NLD,566.5702002548845,1024.432599525441,1057.1421942263096,457.86239927055647,1.808130041192736,6.101852400192209,32.70959470086859,1.0319294746340766,0.31479771250446653,490.57199397142506,1.8658626834781111,3.167755914565129,373.8734542594001,0.0,-2.273736754432321e-13,-373.8734542594001,0.0,,-2.273736754432321e-13,,,-373.8734542594003,-6.081567783239197e-16,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,NOR,187.86808136517973,289.0297564717278,327.87694117597545,101.16167510654807,1.538471859463498,4.4020330022132015,38.84718470424764,1.134405485367551,1.2690723579054985,140.0088598107957,1.7452509164590082,2.823620994465892,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,POL,937.7771043525596,2012.073957860273,2042.7804092872825,1074.2968535077134,2.1455780361042263,7.933045485279866,30.706451427009597,1.015261094805712,0.1515729125542098,1105.003304934723,2.178321905926266,3.9695353196937067,-12.971877445521386,6.821210263296962e-13,6.821210263296962e-13,12.971877445522068,-5.25846030533693e-14,,0.0,,0.0,12.971877445522068,-5.25846030533693e-14,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,ROM,0.0,241.0378816713784,809.4760605648669,241.0378816713784,,,568.4381788934885,3.358293953431249,12.87866664116024,809.4760605648669,,,-24.085776114632854,-84.77514011474648,196.83503701104712,-60.68936400011363,3.5197180157812293,,281.6101771257936,-2.321848560139484,,220.92081312567998,-8.17225220703865,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,100.0,100.0,100.0,,,0.0,1.0,0.0,100.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,RUS,115.36702711044576,11099.62351645731,12063.781464359392,10984.256489346864,96.21140281123105,57.87837755330067,964.157947902082,1.0868640225925261,0.8364438673667873,11948.414437248946,104.56871227868446,26.17406292905189,-527.3649094233141,3231.959875095828,-4216.92206205868,3759.324784519142,-6.128507637396754,,-7448.881937154509,-1.3047569354287383,,-3689.557152635366,7.996212843721406,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,SVK,29.20051281891868,272.5356201453733,304.79397513294214,243.33510732645462,9.33324773559458,25.026847096861783,32.25835498756885,1.1183638122985975,1.12494783363839,275.59346231402344,10.437966518706808,12.442578192046216,-1.24911578016642,4.619229363016416,0.0,5.868345143182836,-3.697999365920263,,-4.619229363016416,0.0,,1.24911578016642,-0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,SWE,489.1338298357177,673.7614629371761,694.2725340874815,184.62763310145846,1.3774583188479688,3.2542286336254556,20.511071150305384,1.0304426303352079,0.30033458452842776,205.13870425176384,1.4193917732508146,1.766564642912205,1.1368683772161605e-13,0.0,-1.1368683772161605e-13,-1.1368683772161605e-13,,,-1.1368683772161605e-13,,,-2.273736754432321e-13,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,THA,185.72632162195708,7138.200481726305,23486.173134526405,6952.474160104348,38.433973275236646,44.036157946177724,16347.972652800101,3.290209233356598,12.647705913075757,23300.446812904447,126.45581374476436,27.378737476748285,-543.6630513674947,-417.5604394940101,3119.215888337927,126.10261187348465,0.768050060499248,,3536.776327831937,-7.470094370332878,,3662.8789397054215,-5.737406433069259,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,TUR,49.93612410779088,2201.6591367556725,0.0,2151.7230126478817,44.08950786815624,46.02712172860388,-2201.6591367556725,0.0,,-49.93612410779088,0.0,,0.0,1019.664453221876,-2016.4748270316584,1019.664453221876,,,-3036.1392802535343,-1.977586666535368,,-2016.4748270316584,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,0.0,0.0,1.0,0.0,-100.0,0.0,,-100.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,USA,6252.6435866509455,82861.90240029691,146422.80931347085,76609.25881364597,13.252299007927235,29.487880609021744,63560.90691317394,1.7670703311410598,5.858414130606726,140170.1657268199,23.41774439631832,17.07852787938693,-91.79088529530418,0.0323557862429879,2.9103830456733704e-11,91.82324108154717,-0.0003524945438634216,,-0.03235578621388407,8.994938413230816e-10,-87.5433913784638,91.79088529533328,-3.1706667130513655e-13,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,VNM,110.2625,882.5763815193869,2939.989074031539,772.3138815193869,8.004320430965985,23.121088562272817,2057.4126925121523,3.331144063667603,12.78707698367132,2829.7265740315393,26.663544487305646,17.8408574900339,110.2625,15.780195264441318,1060.5625585200055,-94.48230473555869,0.14311479663930454,-17.668040113440576,1044.7823632555642,67.20845596314322,52.31490074454601,950.3000585200055,9.618524507606898,11.983857310887647,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
critical_route_policy,YUG,4.153942827247619,36.57371832905679,194.56162318959204,32.41977550180917,8.80457913121793,24.299923141362335,157.98790486053525,5.319711313985221,18.192197258000697,190.40768036234442,46.83781921921818,21.207594791243277,8.881784197001252e-16,0.0,0.0,-8.881784197001252e-16,,,0.0,,,-8.881784197001252e-16,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
current_policy,AUS,62.558014169243314,1562.05074918149,1772.646391962533,1499.4927350122466,24.96963450526972,37.95619850973735,210.59564278104313,1.1348199748896728,1.272771923005589,1710.0883777932897,28.33604000227449,18.199858828348493,1.201194589845194,-4.547473508864641e-13,0.0,-1.2011945898456486,-3.7857925329572996e-13,,4.547473508864641e-13,,,-1.201194589845194,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
